id,name,furigana,english_name,description,avatar,public,color,position
2,モイラ,もいら,Moira,年齢不詳の女神。本人曰く、運命を司っているとか。際どいドレスと背中の大きな羽根が特徴的。今までは好き勝手に人々の運命の赤い糸を繋げたり観察をしたりしていたが、この度天界から配信を始めることにした。性格は少しわがまま。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Moira_20201118.png,1,#91abd0,470
3,物述有栖,もののべありす,Alice Mononobe,16歳の高校1年生。転校を繰り返すが、別に帰国子女と言うわけでもない。 母がイギリス人、父が日本人のハーフだが、日本生まれ日本育ちの生粋の日本人。 目立ちたがり屋でこの容姿を生かして、わざと外国人っぽく振舞っている。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Alice_Mononobe_20201118.png,1,#81d4e2,230
36,森中花咲,もりなかかざき,Kazaki Morinaka,10歳の小学4年生だけど大人に変身する。大人の姿で相手を困らせてからかうことも。元気で活発的な女の子でクマと可愛い物が好き。普段は甘える立場だが、たまに大人っぽい一面もあり甘えさせてくれる。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Kazaki_Morinaka_20190825.png,1,#c8f39a,280
42,矢車りね,やぐるまりね,Rine Yaguruma,11歳の少女。進学校に合格するために日々努力しているが、少し抜けているところもあり、真面目にみえるよう時々メガネをかけている。家で大事に育てられてきた矢車菊の花がお気に入り。いつかその花言葉が似合うような素敵な女性になりたいと思っているが…,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Yaguruma_Rine.png,1,#FEECD8,850
43,社築,やしろきずく,Kizuku Yashiro,29歳男性IT企業の社員、プログラマーでそれなりに優秀。本人は謙虚な性格、いつも疲れた喋り方。優しく流されやすい性格。週休35時間でそれ以外は常に仕事をしている。空いた休み時間に試しに配信をして、何かしら面白いものなど発見できたらいいなと考えてる。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Yashiro_Kizuku.png,1,#B6C6F2,250
98,山神カルタ,やまがみかるた,Karuta Yamagami,"見習いの烏天狗。
立派な天狗となるべく、日々山で修行に勤しむ。
休みの日は、内緒で人里まで降りたりしているとか、いないとか。
翼は自由に出し入れできる。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Karuta_Yamagami_20200202.png,1,#384b5a,870
17,勇気ちひろ,ゆうきちひろ,Chihiro Yuki,"10歳の小学4年生。魔法少女。
本来の姿は18歳だが魔法少女になる契約時に10歳の姿にされてしまった。
お話することと銃を撃つゲームが好き。

魔法で本来の18歳にも、男の子にもなれる。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Chihiro_Yuki_200603.png,1,#7bb3ee,270
12,夕陽リリ,ゆうひりり,Riri Yuhi,"16歳の高校1年生。未来人の女の子。

悪戯好きで、よくいろんなことをやらかす。現代の電波をジャックして、悪戯の一環として配信をはじめた。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Yuuhi_Riri.png,1,#bfffff,540
76,雪城眞尋,ゆきしろまひろ,Mahiro Yukishiro,15歳の高校1年生。学校では演劇部と水泳部に所属している。おっとりした外見だが、色んなことに挑戦していく活発な性格。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Mahiro_Yukishiro_20200928.png,1,#b4e9ff,720
63,夢月ロア,ゆづきろあ,Roa Yuzuki,人間にイタズラをするために魔界からやってきた13歳の悪魔。本人は一人前の悪魔のつもりだが、性格の良さゆえ結果的に人助けをしてしまい、いつも空回りしている。配信を通してイタズラをしてやろうと企んでいる。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Roa_Yuzuki_20200813.png,1,#d8368d,80
26,夢追翔,ゆめおいかける,Kakeru Yumeoi,"声が大きい29歳の男性ミュージシャン。潰れる寸前のライブハウスにお客さんを呼ぶため、配信を始めた。
楽器は苦手だが作曲と歌が得意で、自分の曲を世界中の人に聴いてもらうのが夢。お金がないのでライブハウスに住み込んでおり、夜な夜なもやしを炒めて生活している。",https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Yumeoi_Kakeru.png,1,#AC324B,430
86,夜見れな,よるみれな,Rena Yorumi,バーチャル世界に舞い降りた、アイドルマジシャン。ミステリアスな雰囲気が、観衆を魅了してやまない。しかし、マジックの腕は…ファンとの交流の場として、配信を利用したいらしい。,https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Rena_Yorumi_20210319.png,1,#f7265a,370
90,ラトナ・プティ,らとな・ぷてぃ,Ratna Petit,まだ見ぬ大地を求めて、各地をさまよう冒険家。冒険の途中、ひょんなことからこちらの世界に飛ばされてしまう。見たことないもので溢れているこの世界を気に入っている。一応、言葉は通じる。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Ratna_Petit_20201116.png,1,#f8b759,730
72,リゼ・ヘルエスタ,りぜ・へるえすた,Lize Helesta,ヘルエスタ王国の第二皇女。文武両道学園主席、真面目で誰にでも優しくかなりの人望がある。王位継承の資格者として日々鍛錬や人とのコミュニケーションを大事にしている。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Rize_Heruesta_hp.png,1,#42ffff,100
46,緑仙,りゅーしぇん,Ryushen,"本名は仙河緑、こう見えて日本人。
性別は非公開。
歌うことが好きで配信を通して友達を作ろうと考えている。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Ryushen_210409.png,1,#5DCCAB,110
45,竜胆尊,りんどうみこと,Mikoto Rindou,一見幼い姿をしているが、数千年の時を生きる鬼の女王。 好奇心旺盛な性格で人間の文化に興味津々だが、 立場上あまり人里に降りることができず流行には疎い。 配信を通じてたくさんの人の子や文化に触れ合いたいと考えている。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Rindou_Mikoto.png,1,#745bff,160
100,ルイス・キャミー,るいす・きゃみー,Luis Cammy,"闇夜を駆ける女怪盗。
欲しい物のためなら、どんな場所にも忍び込む。
実はこの名前も偽名の1つで、本名は誰も知らないらしい。",https://liver-icons.s3-ap-northeast-1.amazonaws.com/400x400/Luis_Cammy_20210329.png,1,#e86a74,820
124,レイン・パターソン,れいん・ぱたーそん,Lain Paterson,腕利きのボディーガード。かつて命を救われたことから、サメを溺愛している。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Lain_Paterson.png,1,#f74848,10200
125,レオス・ヴィンセント,れおす・ゔぃんせんと,Leos Vincent,日々怪しい薬について研究するマッドサイエンティスト。彼の研究室からは、毎日のように爆発音が聞こえてくるという。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Leos_Vincent.png,1,#234a87,10210
78,レヴィ・エリファ,れゔぃ・えりふぁ,Levi Elipha,人間界に遊びに来た魔物と人間の間に生まれた亜人。ハーフとして生まれたこともあり、どうすれば人間と魔物が仲良くなれるか試行錯誤の日々を過ごし、配信を試みることにした。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Levi+Elipha.png,1,#E8E1E8,700
122,ローレン・イロアス,ろーれん・いろあす,Lauren Iroas,都市警備部隊に所属する青年。往々にして陰謀渦巻く街は、彼をあまり寝かせてくれない。,https://liver-icons.s3.ap-northeast-1.amazonaws.com/400x400/Lauren_Iroas.png,1,#c10e49,10180
60,童田明治,わらべだめいじー,Meiji Warabeda,好奇心旺盛な11歳の小学5年生。学校帰りによく道草を食って遠回りをすることが多い。訳あっておばあちゃんと2人暮らしをしている。,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Meiji_Warabeda_20191206.png,1,#e34e4f,290
67,にじさんじ公式チャンネル,にじさんじ,Nijisanji,にじさんじ公式では、公式レギュラー番組「にじさんじMIX UP!!」や、公式特別番組、にじさんじに関する最新情報など、ここでしか見られない配信・動画をお楽しみ頂けます。まずはこのチャンネルをチェック！,https://s3-ap-northeast-1.amazonaws.com/liver-icons/400x400/Nijisanji_Official_white.png,1,#2a4b71,140
